Author,Title,Genre,Subgenre,Act,Speech,Verse,Character,Type,Gender,Text,Syllables,Ambiguous,Nuclei,Assonance,Consonance,Rhythm
Calderón,El laberinto del mundo,Auto sacramental,ø,0,192,1020,TEOS,,M,diciendo.,3,0,iEo,eo,θjendo,-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,193,1021,VERDAD,,X,"Ya que a horror tanto,",7,0,AeaoOAo,ao,tanto,+---++-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,193,1022,VERDAD,,X,"aquesta es buena ocasión,",8,0,aEEEoaO,o,sjon,-+++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,193,1023,VERDAD,,X,los yerros de tu prisión,8,0,oEoeuiO,o,sjon,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,193,1024,VERDAD,,X,rompa la lima del llanto.,8,0,OaaIaeAo,ao,ʎanto,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,194,1025,HOMBRE,,X,¿Quién de mi agobiado cuello,8,0,EeaoAoEo,eo,kweʎo,+---+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,194,1026,HOMBRE,,X,y herrado pie ha enternecido,8,0,eAoeeeIo,io,θido,-+----+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,195,1027,HOMBRE y VERDAD,,X,los lazos? Quien pudo hacello.,8,0,oAoeUaEo,eo,θeʎo,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,196,1028,MALICIA,,F,De mí aún no te has desasido.,8,0,eUOAeaIo,io,sido,-+++--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,198,1029,LOS CUATRO AFECTOS y TEOS,,M,"Traición, traición. ¿Qué es aquello?",8,0,aOaOEaEo,eo,keʎo,-+-++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,199,1030,INOCIENCIA,,F,Que el Hombre rompido ha,8,1,eOeoIoA,a,a,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,199,1031,INOCIENCIA,,F,"la cadena, y que se va.",8,0,aaEieeA,a,ba,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,200,1032,TEOS,,M,La Verdad enternecer,8,0,aeAeeeE,e,θeɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,200,1033,TEOS,,M,"podría el yerro, mas romper",8,0,oeEoaoE,e,peɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,201,1034,TEOS y INOCIENCIA,,MF,la prisión no. Claro está,8,0,aiOOAeA,a,ta,--+++-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,201,1035,INOCIENCIA,,F,"que a ese efeto, aún porfiando,",8,1,EeEaUoAo,ao,fjando,+-+-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,201,1036,INOCIENCIA,,F,"con la Malicia, codicia",8,0,oaaIaoIa,ia,diθja,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,201,1037,INOCIENCIA,,F,"ir aquel trozo quebrando,",8,0,IaEOoeAo,ao,bɾando,+-++--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,202,1038,INOCIENCIA y HOMBRE,,X,y no le es posible. ¿Cuándo,8,0,iOEoIeAo,ao,kwando,-++-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,202,1039,HOMBRE,,X,"me veré sin ti, Malicia,",8,0,eeEiiaIa,ia,liθja,--+---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,202,1040,HOMBRE,,X,rompiendo de mi prisión,8,0,oEoeiiO,o,sjon,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,202,1041,HOMBRE,,X,este último eslabón?,8,1,EeUieaO,o,bon,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,203,1042,MALICIA,,F,"Si es tu delito infinito,",8,0,EueIiiIo,io,nito,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,203,1043,MALICIA,,F,y tú a infinito delito,8,0,iiiIoeIo,io,lito,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,203,1044,MALICIA,,F,no has de dar satisfación;,8,0,AeAaiaO,o,θjon,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,203,1045,MALICIA,,F,como has de apartar de ti,8,0,oAaaAeI,i,ti,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1046,MALICIA y HOMBRE,,FX,a tu Malicia? ¡Ay de mí!,8,0,auaIAeI,i,mi,---++-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1047,HOMBRE,,X,Que si en la fuga que sigo,8,0,eeaUaeIo,io,sigo,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1048,HOMBRE,,X,"va mi Malicia conmigo,",8,0,AiaIaoIo,io,migo,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1049,HOMBRE,,X,en vano me desasí,8,0,eAoeeaI,i,si,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1050,HOMBRE,,X,de otros afectos. Y huyendo,8,0,ooaEouEo,eo,yendo,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1051,HOMBRE,,X,del furor de la justicia,8,0,euOeauIa,ia,tiθja,--+---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1052,HOMBRE,,X,"de Dios, que me va siguiendo,",8,0,eOeeAiEo,eo,gjendo,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1053,HOMBRE,,X,en vano borrar pretendo,8,0,eAooAeEo,eo,tendo,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1054,HOMBRE,,X,"las güellas de mi Malicia,",8,0,aEaeiaIa,ia,liθja,-+----+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1055,HOMBRE,,X,pues cuando al cielo intentará,11,0,eaoaEoieaA,a,ɾa,----+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1056,HOMBRE,,X,"volar, en el cielo mismo",8,0,oAeeEoIo,io,mismo,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1057,HOMBRE,,X,el furor de Dios me hallará.,10,0,euOeOeaaA,a,ɾa,--+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1058,HOMBRE,,X,"Y si al abismo bajará,",10,0,iiaaIoaaA,a,ɾa,----+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1059,HOMBRE,,X,me encontrará en el abismo.,8,0,eoaeeaIo,io,bismo,------+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1060,HOMBRE,,X,"Si alas pretendo tomar,",8,0,AaeEooA,a,maɾ,+--+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1061,HOMBRE,,X,"y el mar del mundo pasar,",8,0,eAeUoaA,a,saɾ,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1062,HOMBRE,,X,"qué importa, yendo los dos",8,0,iOaEooO,o,dos,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1063,HOMBRE,,X,pues también estará Dios,8,0,eaEeaAO,o,djos,--+--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1064,HOMBRE,,X,de esotra parte del mar?,8,0,eOaAeeA,a,maɾ,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1065,HOMBRE,,X,"Si apelo a la noche fría,",8,1,aEaaOeIa,ia,fɾia,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1066,HOMBRE,,X,porque su sombra podría,8,0,oeuOaoIa,ia,ɾia,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1067,HOMBRE,,X,"ocultarme, será en vano,",8,0,ouAeeeAo,ao,bano,--+---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1068,HOMBRE,,X,"que a su poder soberano,",8,0,auoEoeAo,ao,ɾano,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1069,HOMBRE,,X,"nada es noche, todo es día:",8,1,AEOeOEIa,ia,dia,+++-+++-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1070,HOMBRE,,X,"mas, ¡ay de mí!¿ Quién está",8,0,AAeIEeA,a,ta,++-++-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,204,1071,HOMBRE,,X,"aquí?, ¿quién viene?, ¿quién va?",8,0,aIEEeEA,a,ba,-+++-++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,205,1072,TEOS,,M,"No te dé yo qué temer,",8,0,OeEoEeE,e,meɾ,+-+-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1073,TEOS y HOMBRE,,MX,que humano soy. Pues si el ser,8,0,uAoOeeE,e,seɾ,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1074,HOMBRE,,X,"humano, ¡oh joven!, te da",8,0,uAOOeeA,a,da,-+++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1075,HOMBRE,,X,"piedad, mísero, afligido,",8,0,eAIeaiIo,io,xido,-++---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1076,HOMBRE,,X,"triste, infeliz, y rendido",8,0,IieIieIo,io,dido,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1077,HOMBRE,,X,"a esos generosos pies,",8,0,EoeeOoE,e,pjes,+---+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1078,HOMBRE,,X,"que amparo y favor me des,",8,0,aAiaOeE,e,des,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1079,HOMBRE,,X,humildemente te pido.,8,0,uIeEeeIo,io,pido,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1080,HOMBRE,,X,"Condenado a muerte estoy,",8,0,oeAaEeO,o,toy,--+-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1081,HOMBRE,,X,y aunque pudo ablandar hoy,8,0,aeUaaAO,o,oy,--+--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1082,HOMBRE,,X,"de mis hierros la crueldad,",9,0,eiEoaueA,a,dad,--+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1083,HOMBRE,,X,"el favor de una verdad,",8,0,eaOUaeA,a,dad,--++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1084,HOMBRE,,X,"no libre del todo voy,",8,0,OIeeOoO,o,boy,++--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1085,HOMBRE,,X,"porque yo, no puede ser",8,0,oeoOEeE,e,seɾ,---++-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1086,HOMBRE,,X,que haga mas que enternecer,8,0,AaaeeeE,e,θeɾ,+-----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1087,HOMBRE,,X,"esta dura prisión rara,",8,0,EaUaiOAa,aa,raɾa,+-+--++-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1088,HOMBRE,,X,sin que tenga fuerzas para,8,0,ieEaEaAa,aa,paɾa,--+-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1089,HOMBRE,,X,acabarla de romper.,8,0,aaAaeoE,e,peɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1090,HOMBRE,,X,"Y así, aunque en el fin que sigo,",8,0,aAeeIeIo,io,sigo,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1091,HOMBRE,,X,"voy mis afectos dejando,",8,0,OiaEoeAo,ao,xando,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1092,HOMBRE,,X,"no voy libre del castigo,",8,0,OOIeeaIo,io,tigo,+++---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1093,HOMBRE,,X,pues la cadena arrastrando,8,0,eaaEaaAo,ao,tɾando,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1094,HOMBRE,,X,va mi Malicia conmigo.,8,0,AiaIaoIo,io,migo,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1095,HOMBRE,,X,Ayúdame tú a quebrar,8,0,aUaeAeA,a,bɾaɾ,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1096,HOMBRE,,X,"este último eslabón,",8,1,EeUieaO,o,bon,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1097,HOMBRE,,X,para poderla apartar,8,0,aaoEaaA,a,taɾ,---+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1098,HOMBRE,,X,"de mí, que si llego a estar",8,0,eIeiEeA,a,taɾ,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1099,HOMBRE,,X,"sin ella y sin la prisión,",8,0,ieiiaiO,o,sjon,------+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1100,HOMBRE,,X,"tan en salvo me pondré,",8,0,AeAoeoE,e,dɾe,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,206,1101,HOMBRE,,X,que nunca sepa de mí,8,0,eUaEaeI,i,mi,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,207,1102,HOMBRE y TEOS,,XM,"el furor. Sí romperé,",8,0,euOIoeE,e,ɾe,--++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,207,1103,TEOS,,M,"que el verte rendido aquí,",8,0,eeeeIaI,i,ki,----+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,207,1104,TEOS,,M,empeño bastante fue,8,0,eEoaAeE,e,fwe,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,207,1105,TEOS,,M,de mi piedad singular.,8,0,eieAiuA,a,laɾ,---+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,209,1106,INOCIENCIA y TEOS,,FM,¿Qué pretendes? Deshacer,8,0,EeEeeaE,e,θeɾ,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,209,1107,TEOS,,M,"sus yerros, para mostrar…",8,0,UEoaaoA,a,tɾaɾ,++----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,211,1108,INOCIENCIA y TEOS,,FM,¿Qué? … que yo tengo poder,8,0,EeoEooE,e,deɾ,+--+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,211,1109,TEOS,,M,de ligar y desligar.,8,0,eiAieiA,a,gaɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,211,1110,TEOS,,M,Ya sin la cadena estás.,8,0,AiaaEeA,a,tas,+---+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,212,1111,HOMBRE,,X,Vida y libertad me das.,8,0,IiieAeA,a,das,+---+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,214,1112,FUROR y LOS CUATRO,,XM,¿Por dónde va? Por aquí.,8,0,oOeAoaI,i,ki,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,215,1113,HOMBRE,,X,"¡Ay infelice de mí,",8,0,AieIeeI,i,mi,+--+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,215,1114,HOMBRE,,X,que aún te queda qué hacer más!,8,0,UeEaaEA,a,mas,+-+--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,215,1115,HOMBRE,,X,"Tras mí el Furor ha venido,",8,0,aIuOAeIo,io,nido,-+-++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,215,1116,HOMBRE,,X,segunda piedad te pido.,8,0,eUaeAeIo,io,pido,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,216,1117,TEOS,,M,"De ella fe, y palabra doy.",8,0,eaiaAaO,o,doy,----+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,217,1118,HOMBRE,,X,Pues no le digas que estoy,8,0,eOeIaeO,o,toy,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,217,1119,HOMBRE,,X,en esta quiebra escondido.,8,0,eEaEeoIo,io,dido,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,218,1120,INOCIENCIA,,F,"¿Que importará, si aquí ve",8,0,ioaAaIE,e,be,---+-++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,219,1121,INOCIENCIA y MALICIA,,F,"a tu Malicia? No hará,",8,0,auaIaaA,a,ɾa,---+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,219,1122,MALICIA,,F,"porque yo tras él iré,",8,0,oeoaEiE,e,ɾe,----+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,220,1123,MALICIA y INOCIENCIA,,F,si él fue antes tras mí. ¿Por qué?,8,0,EAeaIoE,e,ke,++--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1124,MALICIA,,F,Porque aún no del todo está,8,0,oUOeOeA,a,ta,-++-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1125,MALICIA,,F,"sin mí, que si la prisión",8,0,iIeiaiO,o,sjon,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1126,MALICIA,,F,"le has quitado, no la acción,",8,0,AiAoOaO,o,θjon,+-+-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1127,MALICIA,,F,"que a él tiene el Furor cruel,",8,1,EEeuOuE,e,el,++--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1128,MALICIA,,F,pues aún no has dado por él,8,0,eUAAooE,e,el,-+++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,221,1129,MALICIA,,F,entera satisfación.,8,0,eEaaiaO,o,θjon,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,222,1130,TEOS,,M,Presto quizá la daré.,8,0,EoiAaaE,e,ɾe,+--+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,223,1131,FUROR,,X,¿Por donde decís que fue?,8,0,ooeeIeE,e,fwe,----+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,223,1132,FUROR,,X,"Infames, viles afectos,",8,0,iAeIeaEo,eo,fektos,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,223,1133,FUROR,,X,que aún estáis a mi sujetos?,8,0,UeAaiuEo,eo,xetos,+-+---+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1134,LOS CUATRO y FUROR,,MX,Por esta parte. No sé,8,0,oEaAeOE,e,se,-+-+-++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1135,FUROR,,X,"qué he de hacer, si no parece,",8,0,EaEiOaEe,ee,ɾeθe,+-+-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1136,FUROR,,X,"cuando ya el mundo se ofrece,",8,0,aoeUooEe,ee,fɾeθe,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1137,FUROR,,X,"porque Ariadna le avisó,",8,0,oaAaaiO,o,so,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1138,FUROR,,X,y es fuerza padecer yo,8,0,EEaaeEO,o,yo,++---++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1139,FUROR,,X,todo lo que él no padece.,8,0,oooEOaEe,ee,deθe,---++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,225,1140,FUROR,,X,"Dime, oh tú, si por aquí",8,0,IOUioaI,i,ki,+++---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,226,1141,FUROR y TEOS,,XM,"un forajido va. Sí,",8,0,UoaIoAI,i,si,+--+-++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,227,1142,TEOS y FUROR,,MX,"mas no le sigas, que ya… Di.",9,0,aOeIaeAI,i,di,-+-+--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,228,1143,TEOS,,M,"… muy lejos de ti está,",8,0,UEoeieA,a,ta,++----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,228,1144,TEOS,,M,porque está cerca de mí,8,0,oeAEaeI,i,mi,--++--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,228,1145,TEOS,,M,". y así, en vano tras él vas,",8,0,aIAoaEA,a,bas,-++--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,228,1146,TEOS,,M,que alcanzarle no podrás.,8,0,aaAeOoA,a,ɾas,--+-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,229,1147,HOMBRE,,X,Bien desvela mi temor.,8,0,EeEaieO,o,moɾ,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,231,1148,FUROR y MENTIRA,,F,"¡Oh rabia! ¡Oh pena, oh…! Furor,",8,0,OAOEOuO,o,ɾoɾ,+++++-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,231,1149,MENTIRA,,F,"¿por qué te vuelves atrás,",8,0,oEeEeaA,a,tɾas,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,231,1150,MENTIRA,,F,cuando ya en esa ribera,8,0,aoeEaiEa,ea,beɾa,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,231,1151,MENTIRA,,F,triunfante el mundo te espera?,8,0,iAeUoeEa,ea,peɾa,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1152,FUROR,,X,¡Ay infeliz! No te espante,8,0,AieIOeAe,ae,pante,+--++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1153,FUROR,,X,"el que no pase adelante,",8,0,eeOAaeAe,ae,lante,--++--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1154,FUROR,,X,"y que atrás volverme quiera,",8,0,iaAoEeEa,ea,kjeɾa,--+-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1155,FUROR,,X,si la prisión ha rompido,8,0,iaiOAoIo,io,pido,---++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1156,FUROR,,X,el hombre y aunque en olvido,8,1,eOaeeoIo,io,bido,-+----+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1157,FUROR,,X,"sus Afectos me dejó,",8,0,UaEoeeO,o,xo,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,232,1158,FUROR,,X,con él la Malicia huyó.,8,0,oEaaIuO,o,yo,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,233,1159,MENTIRA,,F,Notable descuido ha sido,8,0,oAeeUAIo,io,sido,-+--+++-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,233,1160,MENTIRA,,F,"mas, ¿con quién estás aquí?",8,0,AoEeAaI,i,ki,+-+-+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,234,1161,FUROR,,X,Con un joven que no vi,8,0,oUOeeOI,i,bi,-++--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,235,1162,FUROR y MENTIRA,,XF,otra vez. ¡Que galán es!,8,0,oaEeaAE,e,es,--+--++
Calderón,El laberinto del mundo,Auto sacramental,ø,0,236,1163,FUROR,,X,Alábale tú ahora pues;,8,0,aAaeOaE,e,pwes,-+--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,236,1164,FUROR,,X,solo eso me falta a mí.,8,0,OeoeAaI,i,mi,+---+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,237,1165,MENTIRA,,F,"No sólo le alabaré,",8,0,oOoaaaE,e,ɾe,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,237,1166,MENTIRA,,F,mas los brazos le daré,8,0,aoAoeaE,e,ɾe,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,238,1167,MENTIRA y FUROR,,FX,en señal de paz. ¡Oh cielos!,8,0,eeAeAOEo,eo,θjelos,--+-+++-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,238,1168,FUROR,,X,"Si antes fui Furor sin celos,",8,0,AeUuOiEo,eo,θelos,+-+-+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,238,1169,FUROR,,X,ya con celos que seré?,8,0,AoEoeeE,e,ɾe,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1170,MENTIRA,,F,"Peregrino, cuyo honor",8,0,eeIouoO,o,noɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1171,MENTIRA,,F,"te asegura en tu esplendor,",8,0,aeUeeeO,o,doɾ,--+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1172,MENTIRA,,F,"hijo del sol y el aurora,",8,0,IoeOeaOa,oa,ɾoɾa,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1173,MENTIRA,,F,"ya que mi Furor te ignora,",8,0,AeiuOiOa,oa,noɾa,+---+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1174,MENTIRA,,F,no te ignore mi favor.,8,0,OiOeiaO,o,boɾ,+-+---+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,239,1175,MENTIRA,,F,Dame mil veces los brazos.,8,0,AeIEeoAo,ao,bɾaθos,+-++--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,240,1176,TEOS,,M,A tan amorosos lazos,8,0,aAaoOoAo,ao,laθos,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,240,1177,TEOS,,M,siempre estaré agradecido.,8,0,EeaaaeIo,io,θido,+-----+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,241,1178,MENTIRA,,F,"Y seas muy bien venido,",8,0,iEaUEeIo,io,nido,-+-++-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,241,1179,MENTIRA,,F,adonde te haga pedazos,8,0,aoeAaeAo,ao,daθos,---+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,242,1180,MENTIRA y TEOS,,FM,mi cólera. ¿Esto es mentir,8,0,IOeeEeI,i,tiɾ,++--+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,243,1181,TEOS y INOCIENCIA,,MF,o amar? Con paz le vendió.,8,0,aAoAeeO,o,djo,-+-+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,244,1182,MENTIRA,,F,"Llégale, Furor, a asir,",8,0,EaeuOaI,i,siɾ,+---+-+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,244,1183,MENTIRA,,F,y porque pueda suplir,8,0,ioeEauI,i,pliɾ,---+--+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,244,1184,MENTIRA,,F,"la falta del que se huyó,",8,0,aAaeeuO,o,yo,-+----+
Calderón,El laberinto del mundo,Auto sacramental,ø,0,244,1185,MENTIRA,,F,triunfe de aqueste tu ira.,8,1,IeaEeuIa,ia,iɾa,+--+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,246,1186,FUROR y TEOS,,M,Asilde todos. No asombre,8,0,aIeOoaOe,oe,sombɾe,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,246,1187,TEOS,,M,"a nadie, que cuando mira",8,0,aAeeaoIa,ia,miɾa,-+----+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,246,1188,TEOS,,M,"librar la verdad al hombre,",8,0,iAaeAaOe,oe,ombɾe,-+--+-+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,246,1189,TEOS,,M,me prenda a mí la Mentira.,8,0,eEaIaeIa,ia,tiɾa,-+-+--+-
Calderón,El laberinto del mundo,Auto sacramental,ø,0,247,1190,FUROR,,X,"Humanos afectos vanos,",8,0,uAoaEoAo,ao,banos,-+--+-+-
