Autor,Pieza,Gen,Subg,Jornada,Parlamento,Verso,Personaje,Tipo,Sexo,Texto,Slbs,Ambiguo,NuclVoc,Rima,Consonancia,Ritmo
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,313,TESEO,,M,"a su número, que Atlante,",8,0,auUeoaAe,ae,lante,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,314,TESEO,,M,"monte africano eminente,",8,0,OaiAeiEe,ee,nente,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,315,TESEO,,M,coluna en que todo el cielo,8,0,oUeeoeEo,eo,θjelo,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,316,TESEO,,M,"descansa, llegando a verse",8,0,eAaeAaEe,ee,beɾse,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,317,TESEO,,M,con el peso fatigado,8,0,oeEoaiAo,ao,gado,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,318,TESEO,,M,"de esa fábrica celeste,",8,0,EaAiaeEe,ee,leste,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,319,TESEO,,M,le pidió socorro y él,8,1,eiOoOoE,e,el,--+-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,320,TESEO,,M,poniendo el hombro y la frente,8,0,oEeOaEe,ee,fɾente,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,321,TESEO,,M,al ya desquiciado rumbo,8,0,aAeiAoUo,uo,rumbo,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,322,TESEO,,M,"que, trastornándose débil,",8,0,eaoAoeEi,ei,debil,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,323,TESEO,,M,"hizo titubear sus polos,",8,0,IoiuAuOo,oo,polos,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,324,TESEO,,M,"hizo reclinar sus ejes,",8,0,IoeiAuEe,ee,exes,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,325,TESEO,,M,"le aseguró, dando espacio",8,0,aeuOAeAo,ao,paθjo,---++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,326,TESEO,,M,para que Atlante se aliente,8,0,aaaAeaEe,ee,ljente,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,327,TESEO,,M,en tanto que él sustenía,8,1,eAoEueIa,ia,nia,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,328,TESEO,,M,"toda esa luz, todo ese",8,1,oEaUooEe,ee,ese,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,329,TESEO,,M,pavimento que en la estancia,8,0,aiEoeeAa,aa,tanθja,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,330,TESEO,,M,de once globos trasparentes,8,0,OeOoaaEe,ee,ɾentes,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,331,TESEO,,M,son estrado de las diosas,8,0,OeAoeaOa,oa,djosas,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,332,TESEO,,M,y de los dioses doseles;,8,0,eoOeoEe,ee,seles,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,333,TESEO,,M,"que no es justo, no, que tú",8,0,eEUoOeU,u,tu,-++-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,334,TESEO,,M,"hoy sus vitorias renueves,",8,0,OuiOaeEe,ee,nwebes,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,335,TESEO,,M,cuando de sus sentimientos,8,0,aoeueiEo,eo,mjentos,------+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,57,336,TESEO,,M,estamos los dos pendientes.,8,0,eAooOeEe,ee,djentes,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,337,HÉRCULES,,X,Pues yo que tantas fatigas,8,0,eoeAaaIa,ia,tigas,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,338,HÉRCULES,,X,"vencí, que tan excelentes",8,0,eIeAeeEe,ee,lentes,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,339,HÉRCULES,,X,"aplausos gané, a una pena",8,0,aAoaUaEa,ea,pena,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,340,HÉRCULES,,X,"postrado estoy y obediente,",8,1,oAeOoeEe,ee,djente,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,341,HÉRCULES,,X,porque quiere una hermosura,8,0,oeEUeoUa,ua,suɾa,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,342,HÉRCULES,,X,"que a su dolor me sujete,",8,0,auoOeuEe,ee,xete,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,343,HÉRCULES,,X,"que a su violencia me rinda,",8,0,auoEaeIa,ia,rinda,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,344,HÉRCULES,,X,pero ¿qué remedio tiene,8,0,eoeeEoEe,ee,tjene,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,345,HÉRCULES,,X,"rendirme ni sujetarme,",8,0,eIeiueAe,ae,taɾme,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,346,HÉRCULES,,X,si una hermosura lo quiere?,8,0,UeoUaoEe,ee,kjeɾe,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,347,HÉRCULES,,X,"No ya pienses, ¡ay, Jasón!,",8,0,OAEeAaO,o,son,+++-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,348,HÉRCULES,,X,"¡ay, Teseo!, no ya pienses,",8,0,AeEoOAEe,ee,pjenses,+-+-+++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,349,HÉRCULES,,X,"porque una hermosura dije,",8,0,oUeoUaIe,ie,dixe,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,350,HÉRCULES,,X,que hoy mi desdicha procede,8,0,OieIaoEe,ee,θede,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,351,HÉRCULES,,X,"de aquel linaje, de aquel",8,0,aEiAeaE,e,kel,-+-+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,352,HÉRCULES,,X,"género, de aquella especie",8,0,EeoaEeEe,ee,peθje,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,353,HÉRCULES,,X,"de amor que otra vez me vio,",8,0,aOoaEeO,o,bjo,-+--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,354,HÉRCULES,,X,"a su precepto obediente,",8,0,aueEoeEe,ee,djente,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,355,HÉRCULES,,X,"enamorado de Heyole,",8,1,eaoAoeOe,oe,jole,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,356,HÉRCULES,,X,hilando con sus mujeres;,8,0,iAoouuEe,ee,xeɾes,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,357,HÉRCULES,,X,"otra especie, otro linaje,",8,0,oeEooiAe,ae,naxe,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,358,HÉRCULES,,X,otro género padece,8,0,ooEeoaEe,ee,deθe,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,359,HÉRCULES,,X,de amor mi vida y aun dije,8,1,aOiIaAIe,ie,dixe,-+-+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,360,HÉRCULES,,X,mal de amor porque no puede,8,0,AaOoeOEe,ee,pwede,+-+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,361,HÉRCULES,,X,"ser amor el que es agravio,",8,0,EaOeEaAo,ao,gɾabjo,+-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,362,HÉRCULES,,X,ser lisonja la que es muerte.,8,0,EiOaaEEe,ee,mweɾte,+-+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,363,HÉRCULES,,X,Deyanira... al pronunciarla,8,1,eaIaouAa,aa,θjaɾla,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,364,HÉRCULES,,X,o se hiela o se enmudece,8,1,oeEoeuEe,ee,deθe,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,365,HÉRCULES,,X,"el labio, falta la voz,",8,0,eAoAaaO,o,boθ,-+-+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,366,HÉRCULES,,X,"duda el alma, el pecho teme",8,0,UeAeEoEe,ee,teme,+-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,367,HÉRCULES,,X,"y la lengua titubea,",8,0,aEaiuEa,ea,bea,-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,368,HÉRCULES,,X,"tartamuda o balbuciente,",8,0,aaUoauEe,ee,θjente,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,369,HÉRCULES,,X,porque es más decir su agravio,8,0,oEAeIaAo,ao,gɾabjo,-++-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,370,HÉRCULES,,X,un hombre que padecerle.,8,0,UOeeaeEe,ee,θeɾle,++----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,371,HÉRCULES,,X,"Deyanira, linfa bella",8,0,eaIaIaEa,ea,beʎa,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,372,HÉRCULES,,X,"de las cristalinas fuentes,",8,0,eaiaIaEe,ee,fwentes,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,373,HÉRCULES,,X,"náyade destos peñascos,",8,0,AaeEoeAo,ao,ɲaskos,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,374,HÉRCULES,,X,"ninfa de aquestos vergeles,",8,0,IaaEoeEe,ee,xeles,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,375,HÉRCULES,,X,dríade de aquestos montes,8,1,IaeaEoOe,oe,montes,+---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,376,HÉRCULES,,X,a quien la nobleza y plebe,8,0,aeaoEEe,ee,plebe,----++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,377,HÉRCULES,,X,de las flores y cristales,8,0,eaOeiAe,ae,tales,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,378,HÉRCULES,,X,saludaron tantas veces,8,0,auAoAaEe,ee,beθes,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,379,HÉRCULES,,X,"por Venus de sus amores,",8,0,oEueuaOe,oe,moɾes,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,380,HÉRCULES,,X,"por Flora de sus claveles,",8,0,oOaeuaEe,ee,beles,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,381,HÉRCULES,,X,por Dïana de sus selvas,8,0,oiAaeuEa,ea,selbas,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,382,HÉRCULES,,X,y de sus frutos por Ceres;,8,0,euUooEe,ee,θeɾes,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,383,HÉRCULES,,X,"Deyanira, cuyos ojos,",8,0,eaIauoOo,oo,oxos,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,384,HÉRCULES,,X,"si amanecen, no amanece,",8,0,aaEeaaEe,ee,neθe,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,385,HÉRCULES,,X,a todas horas del día,8,0,aoaOaeIa,ia,dia,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,386,HÉRCULES,,X,eran dueños del oriente;,8,0,EaEoeoEe,ee,ɾjente,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,387,HÉRCULES,,X,"Deyanira, a cuyo pie",8,1,eaIauoE,e,pje,--+---+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,388,HÉRCULES,,X,se redujo en cárcel breve,8,0,eeUeAeEe,ee,bɾebe,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,389,HÉRCULES,,X,toda la esfera del fuego,8,0,oaeEaeEo,eo,fwego,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,390,HÉRCULES,,X,solo a un átomo de nieve;,8,0,OUAooeEe,ee,njebe,+++---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,391,HÉRCULES,,X,"Deyanira, esposa mía,",8,1,eaIeOaIa,ia,mia,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,392,HÉRCULES,,X,a quien como al alma quiere,8,0,aeoaAaEe,ee,kjeɾe,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,393,HÉRCULES,,X,"el alma, porque es mi esposa",8,0,eAaoEeOa,oa,posa,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,394,HÉRCULES,,X,y mi dama juntamente;,8,0,iAaUaEe,ee,mente,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,395,HÉRCULES,,X,"de mi lecho, de mis brazos",8,0,eiEoeiAo,ao,bɾaθos,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,396,HÉRCULES,,X,"de mis ojos... ¡Oh, reviente",8,0,eiOoOeEe,ee,bjente,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,397,HÉRCULES,,X,"el pecho antes que lo diga!,",8,0,eEAeeoIa,ia,diga,-++---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,398,HÉRCULES,,X,aunque ya no me parece,8,0,aeAOeaEe,ee,ɾeθe,--++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,399,HÉRCULES,,X,"que habré menester decirlo,",8,0,aEeeEeIo,io,θiɾlo,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,400,HÉRCULES,,X,pues ello mismo se entiende,8,0,eeoIoeEe,ee,tjende,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,401,HÉRCULES,,X,"con nombrarla y con llorarla,",8,0,ooAooAa,aa,ɾaɾla,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,402,HÉRCULES,,X,pues tierna y rabiosamente,8,0,eEaOaEe,ee,mente,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,403,HÉRCULES,,X,no se llora una hermosura,8,0,OeOUeoUa,ua,suɾa,+-++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,404,HÉRCULES,,X,sino el día que se pierde.,8,1,ieIaeeEe,ee,pjeɾde,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,405,HÉRCULES,,X,"No imaginéis que murió,",8,0,iaiEeuO,o,ɾjo,---+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,406,HÉRCULES,,X,que ese mal con ser tan fuerte,8,0,EeAoEAEe,ee,fweɾte,+-+-+++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,407,HÉRCULES,,X,fuera consuelo; mirad,8,0,EaoEoiA,a,ɾad,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,408,HÉRCULES,,X,"los dos, pues que sois prudentes,",8,0,oOeeOuEe,ee,dentes,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,409,HÉRCULES,,X,"cuál será mi pena, cuando",8,0,AeAiEaAo,ao,kwando,+-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,410,HÉRCULES,,X,fuera consuelo su muerte.,8,0,EaoEouEe,ee,mweɾte,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,411,HÉRCULES,,X,"Un monstruo de esos a quien,",8,0,UOoeoaE,e,kjen,++----+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,412,HÉRCULES,,X,"porque los caballos prenden,",8,0,oeoaAoEe,ee,pɾenden,----+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,413,HÉRCULES,,X,"medio hombres, medio caballos,",8,0,eOeEoaAo,ao,baʎos,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,414,HÉRCULES,,X,engañado el mundo cree;,8,1,eaAeUoEe,ee,kɾee,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,415,HÉRCULES,,X,"un centauro, cuyo nombre",8,0,UeAouoOe,oe,nombɾe,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,416,HÉRCULES,,X,"Neso ha sido, de mi albergue",8,0,EAIoeaEe,ee,beɾge,+++---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,417,HÉRCULES,,X,"la ha robado. ¡Ay, infelice!,",8,1,AoAAieIe,ie,liθe,+-++--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,418,HÉRCULES,,X,ved los dos cuán dignamente,8,0,EoOAIaEe,ee,mente,+-+++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,419,HÉRCULES,,X,quieren los hados que yo,8,0,EeoAoeO,o,jo,+--+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,420,HÉRCULES,,X,"me mate y me desespere,",8,0,eAeeeEe,ee,peɾe,-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,421,HÉRCULES,,X,pues como amante y marido,8,0,eoaAaIo,io,ɾido,---+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,422,HÉRCULES,,X,"lloro esta ofensa dos veces,",8,0,OEoEaOEe,ee,beθes,++-+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,423,HÉRCULES,,X,y más no habiendo esperanza,8,0,AaEeeAa,aa,ɾanθa,+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,424,HÉRCULES,,X,"que mis desdichas remedie,",8,0,eieIaeEe,ee,medje,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,425,HÉRCULES,,X,"que aun la venganza es en vano,",8,0,AaeAEeAo,ao,bano,+--++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,426,HÉRCULES,,X,porque estos centauros tienen,8,0,oEoeAoEe,ee,tjenen,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,427,HÉRCULES,,X,por patria el mar y la tierra,8,0,oAeAaEa,ea,tjera,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,428,HÉRCULES,,X,"y, si con ella trasciende",8,0,ioeaaEe,ee,θjende,-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,429,HÉRCULES,,X,"los montes, es imposible",8,0,oOeEioIe,ie,sible,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,430,HÉRCULES,,X,seguirle; si pasar quiere,8,0,eIeiaAEe,ee,kjeɾe,-+---++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,431,HÉRCULES,,X,"a esotra parte del mundo,",8,0,eOaAeeUo,uo,mundo,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,432,HÉRCULES,,X,por esos mares no puede,8,0,oEoAeOEe,ee,pwede,-+-+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,433,HÉRCULES,,X,mi furia alcanzarle; ved,8,0,IUaaAeE,e,bed,++--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,434,HÉRCULES,,X,"si es mi desdicha bien fuerte,",8,0,EieIaEEe,ee,fweɾte,+--+-++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,435,HÉRCULES,,X,pues hay mortal que me agravie,8,0,eAoAeaAe,ae,gɾabje,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,58,436,HÉRCULES,,X,y no hay dioses que me venguen.,8,0,AOeeeEe,ee,bengen,++---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,437,TESEO,,M,"Hércules, no desconfíes",8,0,EueOeoIe,ie,fies,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,438,TESEO,,M,"de la venganza, pues eres",8,0,eaeAaeEe,ee,eɾes,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,439,TESEO,,M,africano honor de Tebas,8,0,aiAoOeEa,ea,tebas,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,440,TESEO,,M,y horror del orbe. Si temes,8,0,oOeOeiEe,ee,temes,-+-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,441,TESEO,,M,que las malezas incultas,8,0,eaaEaiUa,ua,kultas,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,442,TESEO,,M,"humano pie no penetre,",8,0,uAoEOeEe,ee,netɾe,-+-++-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,443,TESEO,,M,yo me atrevo a entrar por ellas,8,0,oaEeAoEa,ea,eʎas,--+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,444,TESEO,,M,sin que el cansancio me fuerce,8,0,ieaAoeEe,ee,fweɾθe,---+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,445,TESEO,,M,"a dejarle de seguir,",8,0,aeAeeeI,i,giɾ,--+---+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,446,TESEO,,M,"aunque corra velozmente,",8,0,aeOaeOEe,ee,mente,--+--++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,447,TESEO,,M,pues sin ser centauro yo,8,0,eiEeAoO,o,jo,--+-+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,448,TESEO,,M,tengo un caballo obediente,8,0,EUaAoeEe,ee,djente,++-+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,449,TESEO,,M,a las leyes de la rienda,8,0,aaEeeaEa,ea,rjenda,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,450,TESEO,,M,y de la espuela a las leyes;,8,1,eeEaaEe,ee,lejes,--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,451,TESEO,,M,"Équite, el primero que",8,0,EieiEoE,e,ke,+---+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,452,TESEO,,M,"domó su cerviz rebelde,",8,0,oOueIeEe,ee,belde,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,453,TESEO,,M,me le ha presentado; en él,8,0,eAeeAeE,e,el,-+--+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,59,454,TESEO,,M,cuanto está el mar continente,8,0,AeeAoiEe,ee,nente,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,455,TESEO y JASÓN,,MX,"registraré. Pues, si tú",8,0,eiaEeiU,u,tu,---+--+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,456,JASÓN,,X,"el orbe a correr te atreves,",8,0,eOaoEaEe,ee,tɾebes,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,457,JASÓN,,X,"por la tierra, yo me atrevo",8,1,oaEaoaEo,eo,tɾebo,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,458,JASÓN,,X,sobre esas espumas leves,8,0,oEaeUaEe,ee,lebes,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,459,JASÓN,,X,"del mar a seguirle; Argos,",8,0,eAaeIeAo,ao,aɾgos,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,460,JASÓN,,X,"docto artífice excelente,",8,0,OaIieeEe,ee,lente,+-+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,461,JASÓN,,X,ha añadido a sus espumas,8,0,aaIaueUa,ua,pumas,--+---+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,462,JASÓN,,X,un monstruo que velozmente,8,0,UOoeeOEe,ee,mente,++---++-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,463,JASÓN,,X,corre por ellas a cuantos,8,0,OeoeaaAo,ao,kwantos,+-----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,464,JASÓN,,X,climas el aire le lleve:,8,0,IaeAeeEe,ee,ʎebe,+--+--+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,465,JASÓN,,X,"águila sin plumas es,",8,0,AiaiUaE,e,es,+---+-+
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,466,JASÓN,,X,delfín sin escamas este,8,0,eIieAaEe,ee,este,-+--+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,467,JASÓN,,X,"prodigio, pues que, nadando",8,0,oIoeeaAo,ao,dando,-+----+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,468,JASÓN,,X,"y volando juntamente,",8,0,oAoUaEe,ee,mente,-+-+-+-
Calderón,Loa para la comedia de Los tres mayores prodigios,Loa,ø,0,60,469,JASÓN,,X,a un mismo tiempo es monarca,8,0,UIoEEoAa,aa,naɾka,++-++-+-
